
2023-10-18 09:38:34.508813 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:19:42.557955 {'Sales': [{'SaleItems': [{'Barcode': '4607004890147', 'Qty': '1.000', 'ItemDueAmount': 9240}, {'Barcode': '8803628118667', 'Qty': '2.000', 'ItemDueAmount': 4040}, {'Barcode': '8656008537172', 'Qty': '1.000', 'ItemDueAmount': 3480}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 16760}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000113', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416901;cashiername: Dulamsuren
2023-10-18 10:19:42.557955 {'Sales': [{'SaleItems': [{'Barcode': '8801067442916', 'Qty': '1.000', 'ItemDueAmount': 1250}, {'Barcode': '8801067379168', 'Qty': '2.000', 'ItemDueAmount': 6000}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 7250}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000114', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416902;cashiername: Dulamsuren
2023-10-18 10:19:42.557955 {'Sales': [{'SaleItems': [{'Barcode': '4607018771821', 'Qty': '1.000', 'ItemDueAmount': 3590}, {'Barcode': '8801045999906', 'Qty': '3.000', 'ItemDueAmount': 10500}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 14090}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000112', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416900;cashiername: Dulamsuren
2023-10-18 10:19:42.557955 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:19:42.557955 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656020764358', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '8656014119171', 'Qty': '1.000', 'ItemDueAmount': 2390}, {'Barcode': '4606273003876', 'Qty': '2.000', 'ItemDueAmount': 7920}, {'Barcode': '3560070530748', 'Qty': '1.000', 'ItemDueAmount': 6900}, {'Barcode': '8690997155740', 'Qty': '1.000', 'ItemDueAmount': 9930}, {'Barcode': '8654000552933', 'Qty': '1.000', 'ItemDueAmount': 4710}, {'Barcode': '4001686536025', 'Qty': '1.000', 'ItemDueAmount': 6860}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 43210}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000142', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416921;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 370}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000118', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416904;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656003106175', 'Qty': '2.000', 'ItemDueAmount': 4600}, {'Barcode': '2331322301', 'Qty': '3.000', 'ItemDueAmount': 1380}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 5980}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000125', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416909;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8801137110028', 'Qty': '1.000', 'ItemDueAmount': 9380}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 9380}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000119', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416905;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656010565170', 'Qty': '1.000', 'ItemDueAmount': 4480}, {'Barcode': '8656020764358', 'Qty': '1.000', 'ItemDueAmount': 4500}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 8980}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000117', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416903;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656004280171', 'Qty': '2.000', 'ItemDueAmount': 5060}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 5060}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000134', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416915;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2300230000008', 'Qty': '1.000', 'ItemDueAmount': 4000}, {'Barcode': '2300830000002', 'Qty': '1.000', 'ItemDueAmount': 1800}, {'Barcode': '2301300000003', 'Qty': '1.000', 'ItemDueAmount': 2600}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 8400}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000139', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416920;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2325230000001', 'Qty': '0.300', 'ItemDueAmount': 4410}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 4410}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000120', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416906;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656170012385', 'Qty': '3.000', 'ItemDueAmount': 4260}, {'Barcode': '8656170005158', 'Qty': '1.000', 'ItemDueAmount': 4300}, {'Barcode': '6920238011118', 'Qty': '3.000', 'ItemDueAmount': 8280}, {'Barcode': '8656020816699', 'Qty': '1.000', 'ItemDueAmount': 2010}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 19070}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000121', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416907;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2301870000007', 'Qty': '1.000', 'ItemDueAmount': 9900}, {'Barcode': '2300770000001', 'Qty': '2.000', 'ItemDueAmount': 5800}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 15700}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000136', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416917;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2322930000003', 'Qty': '0.172', 'ItemDueAmount': 7740}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 7740}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000137', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416918;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8654170102006', 'Qty': '1.000', 'ItemDueAmount': 5890}, {'Barcode': '8656170005035', 'Qty': '1.000', 'ItemDueAmount': 4140}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 10030}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000126', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416910;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '9556121000234', 'Qty': '1.000', 'ItemDueAmount': 7560}, {'Barcode': '8656170005196', 'Qty': '2.000', 'ItemDueAmount': 3580}, {'Barcode': '8654000560877', 'Qty': '1.000', 'ItemDueAmount': 4870}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8801019309571', 'Qty': '1.000', 'ItemDueAmount': 4680}, {'Barcode': '8801019314742', 'Qty': '1.000', 'ItemDueAmount': 4100}, {'Barcode': '5000396037944', 'Qty': '1.000', 'ItemDueAmount': 7440}, {'Barcode': '8656020655243', 'Qty': '1.000', 'ItemDueAmount': 2660}, {'Barcode': '5901177153023', 'Qty': '1.000', 'ItemDueAmount': 21700}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 56810}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000127', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416911;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656021397111', 'Qty': '1.000', 'ItemDueAmount': 10710}, {'Barcode': '46103499', 'Qty': '1.000', 'ItemDueAmount': 1430}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 12140}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000128', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416912;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2323280000002', 'Qty': '0.284', 'ItemDueAmount': 5112}, {'Barcode': '2325720000009', 'Qty': '0.296', 'ItemDueAmount': 630}, {'Barcode': '2325690000009', 'Qty': '0.868', 'ItemDueAmount': 1276}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 7238}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000145', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416922;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2324590000003', 'Qty': '1.058', 'ItemDueAmount': 10051}, {'Barcode': '2324700000008', 'Qty': '1.236', 'ItemDueAmount': 17279}, {'Barcode': '2360080000009', 'Qty': '0.690', 'ItemDueAmount': 20355}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 47685}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000122', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416908;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2322960000004', 'Qty': '0.288', 'ItemDueAmount': 13824}, {'Barcode': '5902884460190', 'Qty': '1.000', 'ItemDueAmount': 29000}, {'Barcode': '8656170012262', 'Qty': '2.000', 'ItemDueAmount': 2900}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8809151900717', 'Qty': '3.000', 'ItemDueAmount': 4020}, {'Barcode': '2324730000009', 'Qty': '0.126', 'ItemDueAmount': 1499}, {'Barcode': '2325140000009', 'Qty': '0.290', 'ItemDueAmount': 3335}, {'Barcode': '4870206411582', 'Qty': '1.000', 'ItemDueAmount': 5220}, {'Barcode': '2325350000004', 'Qty': '1.000', 'ItemDueAmount': 4400}, {'Barcode': '8658000132829', 'Qty': '1.000', 'ItemDueAmount': 3500}, {'Barcode': '2325780000001', 'Qty': '0.714', 'ItemDueAmount': 4270}, {'Barcode': '2320710000007', 'Qty': '0.158', 'ItemDueAmount': 1367}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 73555}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000132', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416913;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '8656020761364', 'Qty': '2.000', 'ItemDueAmount': 11880}, {'Barcode': '4600680025551', 'Qty': '2.000', 'ItemDueAmount': 12860}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '3560071427535', 'Qty': '1.000', 'ItemDueAmount': 20500}, {'Barcode': '4606180014934', 'Qty': '1.000', 'ItemDueAmount': 3870}, {'Barcode': '8656020844272', 'Qty': '1.000', 'ItemDueAmount': 1240}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 50570}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000135', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416916;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '7622210768131', 'Qty': '1.000', 'ItemDueAmount': 4830}, {'Barcode': '8809228440412', 'Qty': '1.000', 'ItemDueAmount': 7520}, {'Barcode': '8656014103804', 'Qty': '1.000', 'ItemDueAmount': 2090}, {'Barcode': '2340140000002', 'Qty': '1.252', 'ItemDueAmount': 23287}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656021468644', 'Qty': '1.000', 'ItemDueAmount': 6890}, {'Barcode': '8654000563823', 'Qty': '1.000', 'ItemDueAmount': 6670}, {'Barcode': '8809228440443', 'Qty': '1.000', 'ItemDueAmount': 3100}, {'Barcode': '8801062641260', 'Qty': '1.000', 'ItemDueAmount': 3320}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 57927}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000133', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416914;cashiername: Dulamsuren
2023-10-18 10:39:53.402540 {'Sales': [{'SaleItems': [{'Barcode': '2300730000003', 'Qty': '2.000', 'ItemDueAmount': 17800}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 17800}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000138', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416919;cashiername: Dulamsuren
2023-10-18 10:40:46.699862 {'Sales': [{'SaleItems': [{'Barcode': '6921555541845', 'Qty': '2.000', 'ItemDueAmount': 4920}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 4920}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000147', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416924;cashiername: Dulamsuren
2023-10-18 10:40:46.699862 {'Sales': [{'SaleItems': [{'Barcode': '8656004274170', 'Qty': '1.000', 'ItemDueAmount': 2960}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 2960}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000146', 'TxnType': 'IN', 'SiteId': '08', 'SalesNo': '23101808123123'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416923;cashiername: Dulamsuren
2023-10-18 10:40:46.699862 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:51:39.650324 refund;{'Sales': [{'SaleItems': [{'Barcode': '8656020848188', 'Qty': -1.0, 'ItemDueAmount': -11410}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': -11410}], 'TerminalID': '3406', 'CashierEmpCode': 143, 'DDTDNo': '000002057441034231018003406000148', 'TxnType': 'CM'}], 'token': 'R%2FCttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs%3D'};order_id: 416282
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2323170000006', 'Qty': '0.104', 'ItemDueAmount': 2080}, {'Barcode': '2323160000009', 'Qty': '0.166', 'ItemDueAmount': 4150}, {'Barcode': '884394003423', 'Qty': '1.000', 'ItemDueAmount': 5210}, {'Barcode': '5907467912042', 'Qty': '1.000', 'ItemDueAmount': 2760}, {'Barcode': '8654000561843', 'Qty': '1.000', 'ItemDueAmount': 4510}, {'Barcode': '8719987881466', 'Qty': '1.000', 'ItemDueAmount': 5000}, {'Barcode': '2304050000002', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '8809027290331', 'Qty': '1.000', 'ItemDueAmount': 5720}, {'Barcode': '089686171907', 'Qty': '2.000', 'ItemDueAmount': 3800}, {'Barcode': '089686170726', 'Qty': '2.000', 'ItemDueAmount': 3760}, {'Barcode': '2325030000003', 'Qty': '2.000', 'ItemDueAmount': 8760}, {'Barcode': '8719202039726', 'Qty': '1.000', 'ItemDueAmount': 5000}, {'Barcode': '8801007101309', 'Qty': '1.000', 'ItemDueAmount': 9770}, {'Barcode': '8859296300385', 'Qty': '1.000', 'ItemDueAmount': 6780}, {'Barcode': '8719987116667', 'Qty': '1.000', 'ItemDueAmount': 10000}, {'Barcode': '8654000655276', 'Qty': '1.000', 'ItemDueAmount': 4570}, {'Barcode': '8711295867798', 'Qty': '2.000', 'ItemDueAmount': 16000}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 102370}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000158', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416933;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2300320000000', 'Qty': '1.000', 'ItemDueAmount': 7900}, {'Barcode': '2324550000005', 'Qty': '0.400', 'ItemDueAmount': 2392}, {'Barcode': '2325100000001', 'Qty': '0.256', 'ItemDueAmount': 4224}, {'Barcode': '2324700000008', 'Qty': '0.240', 'ItemDueAmount': 3355}, {'Barcode': '8658000678136', 'Qty': '1.000', 'ItemDueAmount': 1180}, {'Barcode': '8656014120177', 'Qty': '2.000', 'ItemDueAmount': 3880}, {'Barcode': '7622201123369', 'Qty': '1.000', 'ItemDueAmount': 8950}, {'Barcode': '8656014102302', 'Qty': '1.000', 'ItemDueAmount': 3590}, {'Barcode': '8808386700222', 'Qty': '3.000', 'ItemDueAmount': 2580}, {'Barcode': '8719987383731', 'Qty': '1.000', 'ItemDueAmount': 10000}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 48271}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000159', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416934;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2331050000008', 'Qty': '1.000', 'ItemDueAmount': 7000}, {'Barcode': '3616181908379', 'Qty': '1.000', 'ItemDueAmount': 67100}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '2086500310021', 'Qty': '3.000', 'ItemDueAmount': 660}, {'Barcode': '2332410000003', 'Qty': '2.000', 'ItemDueAmount': 7200}, {'Barcode': '2332360000009', 'Qty': '2.000', 'ItemDueAmount': 5800}, {'Barcode': '8801166030076', 'Qty': '3.000', 'ItemDueAmount': 29940}, {'Barcode': '8801166236362', 'Qty': '1.000', 'ItemDueAmount': 21530}, {'Barcode': '8801166080514', 'Qty': '2.000', 'ItemDueAmount': 24360}, {'Barcode': '8013663000043', 'Qty': '1.000', 'ItemDueAmount': 72600}, {'Barcode': '8656021463021', 'Qty': '1.000', 'ItemDueAmount': 8630}, {'Barcode': '8436029700676', 'Qty': '1.000', 'ItemDueAmount': 6500}, {'Barcode': '6954256901212', 'Qty': '1.000', 'ItemDueAmount': 8670}, {'Barcode': '8654000896662', 'Qty': '2.000', 'ItemDueAmount': 9460}, {'Barcode': '2324670000008', 'Qty': '2.000', 'ItemDueAmount': 9800}, {'Barcode': '2324670000008', 'Qty': '2.000', 'ItemDueAmount': 9800}, {'Barcode': '3560071247775', 'Qty': '1.000', 'ItemDueAmount': 6900}, {'Barcode': '3560071483234', 'Qty': '1.000', 'ItemDueAmount': 10850}, {'Barcode': '8654170101092', 'Qty': '1.000', 'ItemDueAmount': 6670}, {'Barcode': '8594404115115', 'Qty': '16.000', 'ItemDueAmount': 88000}, {'Barcode': '3045320089356', 'Qty': '1.000', 'ItemDueAmount': 21770}, {'Barcode': '8656020620197', 'Qty': '1.000', 'ItemDueAmount': 2270}, {'Barcode': '4084500212947', 'Qty': '1.000', 'ItemDueAmount': 6780}, {'Barcode': '2331050000008', 'Qty': '1.000', 'ItemDueAmount': 7000}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 439660}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000161', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416936;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '8801056052898', 'Qty': '2.000', 'ItemDueAmount': 18900}, {'Barcode': '8801119740014', 'Qty': '12.000', 'ItemDueAmount': 38400}, {'Barcode': '8658000033751', 'Qty': '1.000', 'ItemDueAmount': 2640}, {'Barcode': '8718158135230', 'Qty': '1.000', 'ItemDueAmount': 3000}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 63310}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000162', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416937;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '4901306079195', 'Qty': '1.000', 'ItemDueAmount': 3420}, {'Barcode': '8656003906171', 'Qty': '1.000', 'ItemDueAmount': 5980}, {'Barcode': '2325480000004', 'Qty': '0.386', 'ItemDueAmount': 4207}, {'Barcode': '2325480000004', 'Qty': '0.432', 'ItemDueAmount': 4709}, {'Barcode': '8656021175245', 'Qty': '1.000', 'ItemDueAmount': 8170}, {'Barcode': '2324700000008', 'Qty': '1.022', 'ItemDueAmount': 14288}, {'Barcode': '8656021321055', 'Qty': '1.000', 'ItemDueAmount': 6090}, {'Barcode': '8936036023367', 'Qty': '1.000', 'ItemDueAmount': 3660}, {'Barcode': '8936096670235', 'Qty': '1.000', 'ItemDueAmount': 7110}, {'Barcode': '8936036023701', 'Qty': '1.000', 'ItemDueAmount': 6540}, {'Barcode': '4601025111663', 'Qty': '2.000', 'ItemDueAmount': 5440}, {'Barcode': '5901067401548', 'Qty': '1.000', 'ItemDueAmount': 2780}, {'Barcode': '4901306006962', 'Qty': '1.000', 'ItemDueAmount': 3420}, {'Barcode': '4901306047262', 'Qty': '1.000', 'ItemDueAmount': 3420}, {'Barcode': '8654000550274', 'Qty': '3.000', 'ItemDueAmount': 3810}, {'Barcode': '8654000550281', 'Qty': '3.000', 'ItemDueAmount': 3810}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '2320710000007', 'Qty': '0.764', 'ItemDueAmount': 6609}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 93683}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000166', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416939;cashiername: Ariunzaya
